Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
Just Between Lovers,Drama,South Korea,16,2018,jTBC,1 hr. 13 min.,"59,031",Kim Jin Won,Yoo Bo Ra,8.6,"24,519","Lee Jun Ho,Won Jin Ah,Lee Ki Woo,Kang Han Na,Kim Hye Joon,Yoon Se Ah","Psychological,Romance,Melodrama "," Trauma,Healing,Survivor Guilt,Hardworking Female Lead,Strong Female Lead,Tearjerker,Hardworking Male Lead,Phobia,Flashback To Past,Second Chance  ","A major accident takes the lives of 48 people. The lives of the survivors, those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever. 

When he was 15, Lee Gang Doo dreamt of playing for the Korean national soccer team, but the serious injury he incurred destroyed those dreams. In the years following, Gang Doo spends his days fighting through physical and emotional pain, as he struggles to support his sister pay back a hefty debt and live frugally. 
When she was 15, Ha Moon Soo lived through the accident but is still plagued by nightmares years later. She lives above the women혪s bathhouse that her mother runs. She specializes in creating architectural models that are key safety elements in any major building planning processes.

Some years later a construction project is due to kick-off at the accident site. It brings back painful memories for Gang Doo, Moon Soo, and all those connected to the tragedy.  While some oppose the project, others become involved in the construction process. As these people cross paths, they help each other to face their trauma and overcome their pain. Together they move forward and find a new will to live and embrace the future.",https://i.mydramalist.com/rkKPmc.jpg?v=1
Strangers from Hell,Drama,South Korea,10,2019,OCN,60 min.,"39,448",Lee Chang Hee,Jung Yi Do,8.7,"16,920","Im Si Wan,Lee Dong Wook,Lee Jung Eun,Ahn Eun Jin,Park Jong Hwan,Lee Joong Ok","Thriller,Horror,Psychological,Drama "," Adapted From A Webtoon,Murder,PTSD,Gaslighting,Mental Illness,Mental Torment,Hostel,Trauma,Torture,Psychopath  ","Yoon Jong Woo is a young guy in his 20s who moves from the countryside to Seoul after his college friend, Jae Ho, offers him a job. While looking for a place to live, he stumbles upon Eden Gosiwon, a cheap hostel that shares the kitchen and bathroom with other residents. He is not thrilled about the quality of the place or the other abnormal residents, such as his next-door neighbor Seo Moon Jo, a charismatic dentist. Nevertheless, Jong Woo decides to put up with it for 6 months until he saves enough money to move out. However, mysterious events start occurring in the apartment, causing Jong Woo to begin fearing the apartment's residents.",https://i.mydramalist.com/4p2vdc.jpg?v=1
A Tale of Thousand Stars,Drama,Thailand,10,2021,GMM 25,1 hr. 5 min.,"25,964",Backaof  Noppharnach Chaiwimol,Bee Pongset Laksamipong,8.6,"14,850","Mix Sahaphap Wongratch,Earth Pirapat Watthanasetsiri,Aye Sarunchana Apisamaimongkol,Nammon Krittanai Arsalprakit,Khaotung Thanawat Ratanakitpaisan,White Nawat Phumphothingam","Romance,Drama "," Hardworking Male Lead,Rural Life,Heart Transplant,Character Development,Strong Male Lead,Second Chance,Adapted From A Novel,Gay Romance,LGBTQ+,Organ Transplantation  ","After a volunteer teacher dies in a tragic accident, her heart is transplanted into Tian. He learns about his donor혪s life through a series of diary entries that reveal her secrets and interests. Included is her promise to count a thousand stars with Chief Forest Officer Phupha. 
Tian decides to follow in her footsteps and fulfill her promise.  Now a new volunteer teacher himself, Tian attempts to befriend Phupha, who initially gives him the cold shoulder. 
As the two slowly grow closer, Tian notices his new heart beats quickly whenever he's near the officer. Much  like the heart혪s previous owner, Tian cannot help but fall for Phupha. Treading on  dangerous ground,  can he still go through with the thousand-star promise?",https://i.mydramalist.com/jYl8b_4c.jpg?v=1
Life on Mars,Drama,South Korea,16,2018,OCN,1 hr. 5 min.,"22,214",Lee Jeong Hyo,Lee Dae II,8.8,"8,113","Jung Kyung Ho,Park Sung Woong,Go Ah Sung,Oh Dae Hwan,Noh Jong Hyun,Jun Suk Ho","Action,Mystery,Psychological,Comedy "," 1980s,Police Procedural,Bromance,Calm Male Lead,Smart Male Lead,Strong Friendship,Hallucination,Strong Female Lead,Serial Killer,Coma  ","As leader of a crime investigation team, Han Tae Joo has propelled his career and risen through the ranks by trusting data over all else. One day, while investigating a serial murder case, he has an accident. When he wakes up, he suddenly finds himself in the winter of 1988. He doesn't know why, but he's now a detective appointed to work at a police station in a small city. To get back to the present day, Han Tae Joo tries to solve the case.",https://i.mydramalist.com/DX4Yzc.jpg?v=1
Healer,Drama,South Korea,20,2015,KBS2,60 min.,"1,06,425","Lee Jung Sub,  Kim Jin Woo",Song Ji Na,8.9,"54,173","Ji Chang Wook,Park Min Young,Yoo Ji Tae,Kim  Mi Kyung,Park Sang Won,Do Ji Won","Action,Thriller,Mystery,Romance "," Double Identity,Hidden Identity,Smart Male Lead,Strong Male Lead,Childish Female Lead,Fight,Secret,Sassy Female Lead,Hardworking Female Lead,Trauma  ","Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger.",https://i.mydramalist.com/lBOo4c.jpg?v=1
"Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land",Drama,South Korea,6,2019,Netflix tvN,1 hr. 21 min.,"17,706",Kim Won Suk,"Kim Young Hyun,  Park Sang Yeon",8.7,"9,319","Song Joong Ki,Kim Ji Won,Jang Dong Gun,Kim Ok Bin,Jo Sung Ha,Park Hae Joon","Historical,Romance,Fantasy,Political "," Twins,War,Power Struggle,Slavery,Good Twin/Evil Twin,Strong Female Lead,Revenge,Character Development,Sibling,Father-Daughter Relationship  ","Ta Gon has now become the most powerful man in Arthdal. He has an affectionate relationship only with Taealha, the daughter of the rival Hae Tribe, because of their shared ambitions.

Sa Ya has been kept confined into a tower because he is an Igutu, a hybrid between a Saram and Nweantal. Ta Gon chose to spare Sa Ya혪s life as a baby, in the wars that wiped out all the Nweantals and brought him back to Arthdal. His relationship with Sa Ya is complicated as Igutus are hated in Arthdal. Tae Al Ha has helped Ta Gon raise him.

Tan Ya, in an attempt to escape from the fortress of fire, where she and her tribe were held as hostages, she goes into a room.  This room looks exactly like what EunSeom had described as in his dreams. There she sees a boy that looks just like Eun Seom. 

What will happen after Sa Ya, who longs to escape his tower, and Tan Ya, who yearns for revenge against Arthdal, meet for the first time?",https://i.mydramalist.com/6o4N2c.jpg?v=1
Nirvana in Fire,Drama,China,54,2015,BTV,45 min.,"19,375","Kong Sheng,  Li Xue",Hai Yan,9.1,"6,692","Hu Ge,Liu Tao,Wang Kai,Chen Long,Victor Huang,Ding Yong Dai","Historical,Wuxia,Drama,Political "," Smart Male Lead,Power Struggle,Tragic Past,Hidden Identity,Scheme,Childhood Friends,Political Intrigue,Revenge,Bromance,Sword-fight  ","In sixth-century China, Emperor Xiaoxuan of Southern Liang orders the unjust execution of his brother-in-law General Lin Xie, alongside the Lin family, his 70,000 army soldiers, and Crown Prince Qi. Secretly surviving the massacre is Lin Xie's son, Lin Shu, who undergoes medical treatment that changes his appearance entirely and leaves him in a weakened state, unable to perform martial arts again. Lin Shu changes his name to Mei Chang Su and later becomes the chief of the pugilist world and establishes the Jiangzuo Alliance.

Twelve years later, Lin Shu returns to the capital with a secret plan after being sought after by Prince Yu and Prince Xian during their fight for the throne. He decides to covertly assist Prince Jing, the unfavoured son of the Emperor, and wisely rids the court of all scheming officials.",https://i.mydramalist.com/kV54dc.jpg?v=1
Reply 1997,Drama,South Korea,16,2012,tvN,60 min.,"65,463",Shin Won Ho,Lee Woo Jung,8.5,"32,834","Jung Eun Ji,Seo In Guk,Hoya,Shin So Yool,Eun Ji Won,Lee Si Eon","Comedy,Romance,Life,Family "," Childhood Friends,High School,1990s,Strong Friendship,First Love,Best Friends,Friends To Lovers,Bromance,Love Square,Unrequited Love  ","Set in the 1990's, the drama centers around a female high school student Shi Won, who idolizes boyband H.O.T and her 5 high school friends in Busan. As the timeline moves back and forth between their past as 18-year-old high schoolers in 1997 and their present as 33-year-olds at their high school reunion dinner in 2012, where one couple will announce that they're getting married.",https://i.mydramalist.com/2DNbwc.jpg?v=1
Missing: The Other Side,Drama,South Korea,12,2020,OCN,1 hr. 10 min.,"8,863",Min Yeon Hong,"Ban Ki Ri,  Jung So Young",8.6,"3,491","Go Soo,Heo Joon Ho,Ahn So Hee,Ha Joon,Seo Eun Soo,Song Geon Hee","Thriller,Mystery,Supernatural "," Con Artist,Ghost-seeing Male Lead,Spirit,Missing Person,Detective,Hacker,Bromance,Social Justice,Righteous Male Lead,Death  ","A village holds spirits of missing, deceased people. A search to find the missing bodies and discover the truth behind their disappearance occurs.

Kim Wook is a smooth talker and a good-looking man. He commits fraud to make a living. One day, he happens to arrive at Duon Village, where the missing dead gather. He soon faces numerous mysteries.

Jang Pan Seok is a mysterious figure. He secretly looks for missing people. He is the connection between Duon Village and the outside world. He becomes a fraud partner with Kim Wook and he solves cases.

Lee Jong Ah is Kim Wook's supporter. She is a white hat hacker out to gain social justice. She works as a low-ranking public officer at a community center as her day job.

Shin Joon Ho is an elite detective. One month prior to his wedding, his fianc챕e Choi Yeo Na disappears. To find her, he applies for the missing person squad.

(Sources: AsianWiki & Mydramalist)",https://i.mydramalist.com/wzXQN_4c.jpg?v=1
Ancient Love Poetry,Drama,China,49,2021,Tencent Video,45 min.,"10,650","Yin Tao,  Li Cai","Rao Jun,  Li Zhen Ru",8.6,"4,261","Zhou Dong Yu,Xu Kai,Jenny Zhang,Liu Xue Yi,Li Ze Feng,Leon Lai","Historical,Romance,Wuxia,Fantasy "," Deity,Immortal,Xianxia,Reincarnation,Adapted From A Novel,Nice Male Lead,Cold Man/Warm Woman,Bromance,Action,Strong Female Lead  ","As the only true immortal who possesses pure essence energy, Shang Gu has spent countless lifetimes acting as the head of the four true immortals of the ancient world. The four most powerful beings in existence, these true immortals have become gods in the eyes of the mortals who constantly beseech them for help. 

When commoners encounter difficulties, they will prey to the Gods, but what if Gods meet obstacles? It tells the deep love and hardship between two of the four true Gods, Bai Jue and Shang Gu.",https://i.mydramalist.com/x1v0X_4c.jpg?v=1
Battle of Changsha,Drama,China,32,2014,BTV,45 min.,"6,321","Kong Sheng,  Zhang Kai Zhou","Wu Tong,  Zeng Lu",8.6,"1,911","Yang Zi,Wallace Huo,Ren Cheng Wei,Niu Jun Feng,Zuo  Xiao Qing,Gao Xin","Historical,Romance,Family,War "," Tearjerker,Strong Female Lead,World War 2,Death,Older Man/Younger Woman,Adapted From A Novel,Nice Male Lead,Lovers Separated,Character Development,Soldier  ","Battle of Changsha retells the turbulent events of the second Sino-Japanese War from the perspective of the Hu family, particularly through the eyes of a 16-year-old girl named Xiang Xiang and her twin brother, Xiao Man.
Gu Qing Ming is a strict Intelligence Officer in the Nationalist Army from a prominent political family. The feisty fun-loving Xiang Xiang and the arrogant Gu Qing Ming start off on bad terms, however, their romance blossoms as they constantly bump into each other.

~~ Adapted from the novel by the same name by Que Que.",https://i.mydramalist.com/PnWY0c.jpg?v=1
The Devil Judge,Drama,South Korea,16,2021,tvN,1 hr. 10 min.,"31,129",Choi Jung Gyu,Moon Yoo Seok,8.8,"11,505","Ji Sung,Kim Min Jung,Park Jin Young,Park Gyu Young,Jeon Chae Eun,Kim Jae Kyung","Mystery,Law,Crime,Drama "," Judge,Tough Past,Dystopia,Antihero,Bromance,Hardworking Male Lead,Courtroom,Corruption,Strong Female Lead,Mysterious Male Lead  ","Set in a dystopian version of present-day Korea where daily life is chaos and society has collapsed to the point that people openly voice their distrust and hatred for their leaders. In this world bereft of law and order, Head Trial Judge Kang signals the need for change. His courtroom is the subject of a reality show where he mercilessly punishes the guilty, earning him the ""Devil Judge"" nickname. As a divisive figure with an aura of mystery that belies his true identity and ambitions, the public is unsure whether he is a true hero or someone, knowingly sowing the seeds of discontent in his courtroom. 

A bitter rivalry has taken shape between the ""Devil Judge"" and the highly ambitious Jung Sun Ah, who has risen from poverty to become a corporate social responsibility foundation director. Into this turbulent world enter two childhood friends on a quest for true justice: rookie Judge Kim Ga On and Police Officer Yoon Soo Hyun. Do they have what it takes to challenge both the scheming Jung Sun Ah and the notorious ""Devil Judge""?",https://i.mydramalist.com/XJL7Z_4c.jpg?v=1
